chrom	start_window	end_window	gene_counts
Tlei_chr14	27000001	2.8e+07	32
Tlei_chr14	28000001	2.9e+07	35
Tlei_chr14	29000001	3e+07	34
Tlei_chr14	30000001	3.1e+07	39
Tlei_chr14	31000001	3.2e+07	57
Tlei_chr14	32000001	3.3e+07	78
Tlei_chr14	33000001	3.4e+07	110
Tlei_chr14	34000001	3.5e+07	43
Tlei_chr14	35000001	3.6e+07	42
Tlei_chr14	36000001	3.7e+07	60
Tlei_chr14	37000001	3.8e+07	72
Tlei_chr14	38000001	3.9e+07	34
Tlei_chr15	1	1e+06	93
Tlei_chr15	1000001	2e+06	87
Tlei_chr15	2000001	3e+06	96
Tlei_chr15	3000001	4e+06	113
Tlei_chr15	4000001	5e+06	108
Tlei_chr15	5000001	6e+06	68
Tlei_chr15	6000001	7e+06	51
Tlei_chr15	7000001	8e+06	33
Tlei_chr15	8000001	9e+06	39
Tlei_chr15	9000001	1e+07	16
Tlei_chr15	10000001	1.1e+07	37
Tlei_chr15	11000001	1.2e+07	1
Tlei_chr15	12000001	1.3e+07	5
Tlei_chr15	13000001	1.4e+07	7
Tlei_chr15	14000001	1.5e+07	7
Tlei_chr15	15000001	1.6e+07	9
Tlei_chr15	16000001	1.7e+07	6
Tlei_chr15	17000001	1.8e+07	7
Tlei_chr15	18000001	1.9e+07	3
Tlei_chr15	19000001	2e+07	9
Tlei_chr15	20000001	2.1e+07	5
Tlei_chr15	21000001	2.2e+07	1
Tlei_chr15	22000001	2.3e+07	1
Tlei_chr15	23000001	2.4e+07	9
Tlei_chr15	24000001	2.5e+07	13
Tlei_chr15	25000001	2.6e+07	12
Tlei_chr15	26000001	2.7e+07	3
Tlei_chr15	27000001	2.8e+07	11
Tlei_chr15	28000001	2.9e+07	2
Tlei_chr15	29000001	3e+07	4
Tlei_chr15	30000001	3.1e+07	3
Tlei_chr15	31000001	3.2e+07	16
Tlei_chr15	32000001	3.3e+07	38
Tlei_chr15	33000001	3.4e+07	46
Tlei_chr15	34000001	3.5e+07	60
Tlei_chr16	1	1e+06	41
Tlei_chr16	1000001	2e+06	28
Tlei_chr16	2000001	3e+06	33
Tlei_chr16	3000001	4e+06	18
Tlei_chr16	4000001	5e+06	14
Tlei_chr16	5000001	6e+06	2
Tlei_chr16	6000001	7e+06	3
Tlei_chr16	7000001	8e+06	16
Tlei_chr16	8000001	9e+06	6
Tlei_chr16	9000001	1e+07	14
Tlei_chr16	10000001	1.1e+07	3
Tlei_chr16	11000001	1.2e+07	6
Tlei_chr16	12000001	1.3e+07	0
Tlei_chr16	13000001	1.4e+07	4
Tlei_chr16	14000001	1.5e+07	0
Tlei_chr16	15000001	1.6e+07	11
Tlei_chr16	16000001	1.7e+07	2
Tlei_chr16	17000001	1.8e+07	7
Tlei_chr16	18000001	1.9e+07	6
Tlei_chr16	19000001	2e+07	10
Tlei_chr16	20000001	2.1e+07	2
Tlei_chr16	21000001	2.2e+07	5
Tlei_chr16	22000001	2.3e+07	5
Tlei_chr16	23000001	2.4e+07	9
Tlei_chr16	24000001	2.5e+07	29
Tlei_chr16	25000001	2.6e+07	31
Tlei_chr16	26000001	2.7e+07	53
Tlei_chr16	27000001	2.8e+07	80
Tlei_chr16	28000001	2.9e+07	116
Tlei_chr16	29000001	3e+07	126
Tlei_chr16	30000001	3.1e+07	24
Tlei_chr17	1	1e+06	88
Tlei_chr17	1000001	2e+06	108
Tlei_chr17	2000001	3e+06	90
Tlei_chr17	3000001	4e+06	72
Tlei_chr17	4000001	5e+06	56
Tlei_chr17	5000001	6e+06	43
Tlei_chr17	6000001	7e+06	26
Tlei_chr17	7000001	8e+06	16
Tlei_chr17	8000001	9e+06	19
Tlei_chr17	9000001	1e+07	16
Tlei_chr17	10000001	1.1e+07	4
Tlei_chr17	11000001	1.2e+07	9
Tlei_chr17	12000001	1.3e+07	12
Tlei_chr17	13000001	1.4e+07	6
Tlei_chr17	14000001	1.5e+07	1
Tlei_chr17	15000001	1.6e+07	7
Tlei_chr17	16000001	1.7e+07	9
Tlei_chr17	17000001	1.8e+07	10
Tlei_chr17	18000001	1.9e+07	10
Tlei_chr17	19000001	2e+07	20
Tlei_chr17	20000001	2.1e+07	17
Tlei_chr17	21000001	2.2e+07	16
Tlei_chr17	22000001	2.3e+07	19
Tlei_chr17	23000001	2.4e+07	24
Tlei_chr17	24000001	2.5e+07	11
Tlei_chr17	25000001	2.6e+07	34
Tlei_chr17	26000001	2.7e+07	19
Tlei_chr17	27000001	2.8e+07	43
Tlei_chr17	28000001	2.9e+07	31
Tlei_chr18	1	1e+06	70
Tlei_chr18	1000001	2e+06	109
Tlei_chr18	2000001	3e+06	104
Tlei_chr18	3000001	4e+06	66
Tlei_chr18	4000001	5e+06	41
Tlei_chr18	5000001	6e+06	26
Tlei_chr18	6000001	7e+06	14
Tlei_chr18	7000001	8e+06	3
Tlei_chr18	8000001	9e+06	15
Tlei_chr18	9000001	1e+07	8
Tlei_chr18	10000001	1.1e+07	14
Tlei_chr18	11000001	1.2e+07	14
Tlei_chr18	12000001	1.3e+07	1
Tlei_chr18	13000001	1.4e+07	2
Tlei_chr18	14000001	1.5e+07	2
Tlei_chr18	15000001	1.6e+07	9
Tlei_chr18	16000001	1.7e+07	10
Tlei_chr18	17000001	1.8e+07	12
Tlei_chr18	18000001	1.9e+07	2
Tlei_chr18	19000001	2e+07	1
Tlei_chr18	20000001	2.1e+07	4
Tlei_chr18	21000001	2.2e+07	17
Tlei_chr18	22000001	2.3e+07	10
Tlei_chr18	23000001	2.4e+07	13
Tlei_chr18	24000001	2.5e+07	20
Tlei_chr18	25000001	2.6e+07	28
Tlei_chr18	26000001	2.7e+07	1
Tlei_chr19	1	1e+06	102
Tlei_chr19	1000001	2e+06	113
Tlei_chr19	2000001	3e+06	73
Tlei_chr19	3000001	4e+06	7
Tlei_chr19	4000001	5e+06	11
Tlei_chr19	5000001	6e+06	7
Tlei_chr19	6000001	7e+06	2
Tlei_chr19	7000001	8e+06	9
Tlei_chr19	8000001	9e+06	9
Tlei_chr19	9000001	1e+07	7
Tlei_chr19	10000001	1.1e+07	17
Tlei_chr19	11000001	1.2e+07	26
Tlei_chr19	12000001	1.3e+07	33
Tlei_chr19	13000001	1.4e+07	53
Tlei_chr19	14000001	1.5e+07	73
Tlei_chr19	15000001	1.6e+07	93
Tlei_chr19	16000001	1.7e+07	97
Tlei_chr19	17000001	1.8e+07	90
Tlei_chr19	18000001	1.9e+07	89
Tlei_chr19	19000001	2e+07	72
Tlei_chr19	20000001	2.1e+07	26
Tlei_chr20	1	1e+06	76
Tlei_chr20	1000001	2e+06	43
Tlei_chr20	2000001	3e+06	55
Tlei_chr20	3000001	4e+06	48
Tlei_chr20	4000001	5e+06	23
Tlei_chr20	5000001	6e+06	18
Tlei_chr20	6000001	7e+06	17
Tlei_chr20	7000001	8e+06	17
Tlei_chr20	8000001	9e+06	19
Tlei_chr20	9000001	1e+07	17
Tlei_chr20	10000001	1.1e+07	13
Tlei_chr20	11000001	1.2e+07	17
Tlei_chr20	12000001	1.3e+07	1
Tlei_chr20	13000001	1.4e+07	41
Tlei_chr20	14000001	1.5e+07	73
Tlei_chr20	15000001	1.6e+07	104
Tlei_chr20	16000001	1.7e+07	108
Tlei_chr20	17000001	1.8e+07	121
Tlei_chr20	18000001	1.9e+07	39
Tlei_chr21	1	1e+06	119
Tlei_chr21	1000001	2e+06	117
Tlei_chr21	2000001	3e+06	61
Tlei_chr21	3000001	4e+06	32
Tlei_chr21	4000001	5e+06	21
Tlei_chr21	5000001	6e+06	21
Tlei_chr21	6000001	7e+06	27
Tlei_chr21	7000001	8e+06	31
Tlei_chr21	8000001	9e+06	44
Tlei_chr21	9000001	1e+07	54
Tlei_chr21	10000001	1.1e+07	58
Tlei_chr21	11000001	1.2e+07	34
Tlei_chr22	1	1e+06	64
Tlei_chr22	1000001	2e+06	37
Tlei_chr22	2000001	3e+06	30
Tlei_chr22	3000001	4e+06	33
Tlei_chr22	4000001	5e+06	24
Tlei_chr22	5000001	6e+06	30
Tlei_chr22	6000001	7e+06	71
Tlei_chr22	7000001	8e+06	86
Tlei_chr22	8000001	9e+06	124
Tlei_chr22	9000001	1e+07	120
Tlei_chr22	10000001	1.1e+07	26
Tlei_chr23	1	1e+06	100
Tlei_chr23	1000001	2e+06	111
Tlei_chr23	2000001	3e+06	112
Tlei_chr23	3000001	4e+06	57
Tlei_chr23	4000001	5e+06	28
Tlei_chr23	5000001	6e+06	53
Tlei_chr23	6000001	7e+06	81
Tlei_chr23	7000001	8e+06	118
Tlei_chr23	8000001	9e+06	94
Tlei_chr23	9000001	1e+07	74
Tlei_chr24	1	1e+06	99
Tlei_chr24	1000001	2e+06	89
Tlei_chr24	2000001	3e+06	49
Tlei_chr24	3000001	4e+06	33
Tlei_chr24	4000001	5e+06	27
Tlei_chr24	5000001	6e+06	31
Tlei_chr24	6000001	7e+06	48
Tlei_chr24	7000001	8e+06	82
Tlei_chr24	8000001	9e+06	28
Tlei_chr25	1	1e+06	14
Tlei_chr25	1000001	2e+06	14
Tlei_chr26	1	1e+06	25
