"chrom" "V2" "V3" "percentage_genic"
"887" "Scaffold_10430" "11000001" "1.2e+07" "13.1279"
"888" "Scaffold_10431" "1" "1e+06" "30.0617"
"889" "Scaffold_10431" "1000001" "2e+06" "22.9522"
"890" "Scaffold_10431" "2000001" "3e+06" "17.3683"
"891" "Scaffold_10431" "3000001" "4e+06" "21.3568"
"892" "Scaffold_10431" "4000001" "5e+06" "11.819"
"893" "Scaffold_10431" "5000001" "6e+06" "8.9934"
"894" "Scaffold_10431" "6000001" "7e+06" "29.729"
"895" "Scaffold_10431" "7000001" "8e+06" "29.8456"
"896" "Scaffold_10431" "8000001" "9e+06" "40.6188"
"897" "Scaffold_10431" "9000001" "1e+07" "36.2842"
"898" "Scaffold_10431" "10000001" "1.1e+07" "7.3991"
"899" "Scaffold_10426" "1" "1e+06" "38.1867"
"900" "Scaffold_10426" "1000001" "2e+06" "35.0226"
"901" "Scaffold_10426" "2000001" "3e+06" "48.8128"
"902" "Scaffold_10426" "3000001" "4e+06" "24.8055"
"903" "Scaffold_10426" "4000001" "5e+06" "16.2745"
"904" "Scaffold_10426" "5000001" "6e+06" "32.9899"
"905" "Scaffold_10426" "6000001" "7e+06" "30.6331"
"906" "Scaffold_10426" "7000001" "8e+06" "28.9747"
"907" "Scaffold_10426" "8000001" "9e+06" "25.7074"
"908" "Scaffold_10426" "9000001" "1e+07" "23.0775"
"909" "Scaffold_10432" "1" "1e+06" "27.9248"
"910" "Scaffold_10432" "1000001" "2e+06" "30.9228"
"911" "Scaffold_10432" "2000001" "3e+06" "15.2653"
"912" "Scaffold_10432" "3000001" "4e+06" "16.0879"
"913" "Scaffold_10432" "4000001" "5e+06" "19.8409"
"914" "Scaffold_10432" "5000001" "6e+06" "16.2919"
"915" "Scaffold_10432" "6000001" "7e+06" "21.1703"
"916" "Scaffold_10432" "7000001" "8e+06" "29.9044"
"917" "Scaffold_10432" "8000001" "9e+06" "8.0825"
"918" "Scaffold_10424" "1" "1e+06" "2.1858"
"919" "Scaffold_10424" "1000001" "2e+06" "2.8732"
"920" "Scaffold_10427" "1" "1e+06" "3.8942"
