gene_ID1	OG_id1	chr	start	end	length1	str	description1	eAED1	QI1	gene_ID2	OG_id2	start	end	length2	str	description2	eAED2	QI2	overlap
Tfasc_v1.29527-RA	OG0014818	chr24	10518553	10531244	12691	+	chromatin modification-related protein eaf-1-like	0.13	795|1|0.9|1|0.66|0.5|10|989|1447	Tfasc_v1.29526-RA	OG0014822	10517955	10518569	614	-	heme-binding-like protein At3g10130, chloroplastic	0.38	0|-1|0|1|-1|1|1|0|204	17
Tfasc_v1.29606-RA	OG0000911	chr24	11231017	11234308	3291	+	60S ribosomal protein L36-3-like	0.15	0|0.75|0.6|0.8|1|1|5|290|158	Tfasc_v1.29605-RA	OG0014844	11227122	11231063	3941	-	selenoprotein H	0.27	123|1|1|1|1|1|4|495|176	47
Tfasc_v1.29629-RA	OG0002692	chr24	11413935	11425168	11233	+	serine/threonine-protein kinase AFC1-like	0.26	299|0.91|1|1|0.91|0.84|13|759|433	Tfasc_v1.29630-RA	OG0003632	11419172	11429951	10779	-	ruvB-like protein 1	0.31	150|1|1|1|0.91|0.84|13|134|455	5997
Tfasc_v1.29648-RA	OG0018330	chr24	11575478	11579651	4173	+	dirigent protein 17-like	0.02	140|1|1|1|0.66|0|4|662|239	Tfasc_v1.29649-RA	OG0003640	11578193	11583112	4919	-	putative respiratory burst oxidase homolog protein H	0.15	0|0|0|1|1|1|15|0|837	1459
Tfasc_v1.29775-RA	OG0003650	chr24	12695314	12698036	2722	+	pentatricopeptide repeat-containing protein At1g11900-like	0.33	185|1|1|1|1|1|2|757|408	Tfasc_v1.29776-RA	OG0001007	12697906	12711285	13379	-	protein PIN-LIKES 6	0.30	0|0.71|0.66|0.93|0.92|0.86|15|652|650	131
Tfasc_v1.29792-RA	OG0009162	chr24	12834134	12842266	8132	+	probable NOT transcription complex subunit VIP2 isoform X2	0.11	313|0.81|0.88|0.94|0.81|0.70|17|486|671	Tfasc_v1.29791-RA	OG0009159	12830724	12834313	3589	-	keratinocyte-associated protein 2	0.24	0|0.6|0.5|0.83|1|1|6|0|133	180
Tfasc_v1.29827-RA	OG0009173	chr24	13119593	13123665	4072	+	protein SAD1/UNC-84 domain protein 1-like	0.01	170|1|1|1|0.5|0.33|3|307|469	Tfasc_v1.29826-RA	OG0009175	13111701	13119813	8112	-	dentin sialophosphoprotein	0.09	0|0|0|0.66|0.5|0.66|3|0|1294	221
Tfasc_v1.29831-RA	OG0009183	chr24	13166089	13171043	4954	+	probable arabinosyltransferase ARAD1	0.15	465|0.77|0.8|0.9|1|1|10|335|409	Tfasc_v1.29832-RA	OG0001473	13170932	13177884	6952	-	glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2	0.20	23|0.58|0.69|0.92|1|1|13|570|714	112
Tfasc_v1.29848-RA	OG0009192	chr24	13276069	13281655	5586	+	Ribosomal biogenesis protein LAS1L	0.13	0|0.37|0.33|1|1|1|9|661|622	Tfasc_v1.29849-RA	OG0009196	13281410	13282219	809	-	Protein MIZU-KUSSEI 1	0.00	0|-1|0|1|-1|1|1|0|269	246
Tfasc_v1.29875-RA	OG0000395	chr24	13481057	13481351	294	+	Structural maintenance of chromosomes protein 5	0.00	50|1|0.5|1|0|0|2|0|52	Tfasc_v1.29876-RA	OG0000517	13481086	13498140	17054	-	probable ADP-ribosylation factor GTPase-activating protein AGD5 isoform X2	0.43	202|0.25|0.33|1|0.75|0.88|9|0|297	266
Tfasc_v1.29877-RA	OG0000395	chr24	13484138	13484432	294	+	Structural maintenance of chromosomes protein 5	0.00	50|1|0.5|1|0|0|2|0|52	Tfasc_v1.29876-RA	OG0000517	13481086	13498140	17054	-	probable ADP-ribosylation factor GTPase-activating protein AGD5 isoform X2	0.43	202|0.25|0.33|1|0.75|0.88|9|0|297	295
Tfasc_v1.29878-RA	OG0000395	chr24	13487206	13487500	294	+	Structural maintenance of chromosomes protein 5	0.00	50|1|0.5|1|0|0|2|0|52	Tfasc_v1.29876-RA	OG0000517	13481086	13498140	17054	-	probable ADP-ribosylation factor GTPase-activating protein AGD5 isoform X2	0.43	202|0.25|0.33|1|0.75|0.88|9|0|297	295
Tfasc_v1.00006-RA	OG0015314	chr1	95472	104822	9350	+	putative ABC1 protein At2g40090 isoform X1	0.17	0|0.33|0.38|0.92|0.91|1|13|1265|589	Tfasc_v1.00007-RA	OG0018342	104400	104747	347	-	anthranilate synthase alpha subunit 1, chloroplastic-like	0.43	0|-1|0|1|-1|1|1|0|115	348
Tfasc_v1.00144-RA	OG0011626	chr1	928164	931789	3625	+	sulfate transporter 4.1, chloroplastic-like isoform X1	0.23	0|0|0|1|1|1|15|0|564	Tfasc_v1.00145-RA	OG0011632	931365	934878	3513	-	dehydroascorbate reductase	0.25	206|1|1|1|1|1|6|912|222	425
Tfasc_v1.00166-RA	OG0011635	chr1	1065833	1066891	1058	+	Protein SENSITIVITY TO RED LIGHT REDUCED 1	0.19	0|0|0|0.5|1|1|2|0|313	Tfasc_v1.00165-RA	OG0011639	1064227	1066069	1842	-	unknow protein	0.53	0|0|0.33|0.66|1|1|3|185|108	237
Tfasc_v1.00196-RA	OG0011654	chr1	1337299	1340165	2866	+	probable serine/threonine-protein kinase PBL26	0.30	357|1|1|1|1|1|5|156|421	Tfasc_v1.00197-RA	OG0011657	1340031	1345354	5323	-	isovaleryl-CoA dehydrogenase, mitochondrial	0.24	137|1|1|1|1|1|15|375|414	135
Tfasc_v1.00206-RA	OG0006104	chr1	1447504	1448868	1364	+	Beta-glucosidase 12	0.46	0|0|0|1|1|1|5|0|199	Tfasc_v1.00207-RA	OG0006105	1447934	1453501	5567	-	CDK5RAP3-like protein	0.26	107|1|1|1|0.9|0.81|11|503|558	935
Tfasc_v1.00232-RA	OG0001269	chr1	1650787	1651575	788	+	thylakoid lumenal 19 kDa protein, chloroplastic	0.00	0|-1|0|1|-1|1|1|0|262	Tfasc_v1.00233-RA	OG0006122	1651524	1652777	1253	-	hypothetical protein ACMD2_02866	0.02	103|1|1|1|1|1|2|411|134	52
Tfasc_v1.00239-RA	OG0018354	chr1	1746545	1747779	1234	+	tetraspanin-6 isoform X2	0.09	0|0.5|0.33|1|1|1|3|126|292	Tfasc_v1.00240-RA	OG0016690	1746899	1747671	772	-	tetraspanin-6 isoform X1	0.43	95|1|0.5|1|0|0|2|0|159	773
Tfasc_v1.00262-RA	OG0011665	chr1	1934657	1937312	2655	+	protein PMR5	0.17	0|0.5|0.2|1|1|1|5|0|355	Tfasc_v1.00263-RA	OG0000414	1937299	1941710	4411	-	asparagine synthetase [glutamine-hydrolyzing]-like	0.19	0|0.84|0.85|0.92|0.84|0.85|14|302|598	14
Tfasc_v1.00311-RA	OG0011676	chr1	2316809	2322220	5411	+	macrophage migration inhibitory factor homolog	0.24	42|0.66|0.5|1|0.66|0.75|4|202|115	Tfasc_v1.00312-RA	OG0011677	2319275	2321369	2094	-	DCD (Development and Cell Death) domain protein	0.00	16|1|1|1|1|1|2|195|496	2095
Tfasc_v1.00330-RA	OG0011681	chr1	2455904	2459753	3849	+	TOM1-like protein 6 isoform X1	0.11	0|0.62|0.22|0.88|1|1|9|0|651	Tfasc_v1.00331-RA	OG0018358	2459014	2459484	470	-	TOM1-like protein 2	0.42	0|-1|0|1|-1|1|1|0|156	471
Tfasc_v1.00342-RA	OG0011690	chr1	2541561	2547649	6088	+	uncharacterized protein LOC109709454	0.32	0|0.75|0.6|1|0.75|0.6|5|937|262	Tfasc_v1.00343-RA	OG0011695	2546654	2548285	1631	-	cationic peroxidase 1-like	0.29	0|0|0|1|1|1|3|0|324	996
Tfasc_v1.00379-RA	OG0011719	chr1	3010728	3016507	5779	+	Autophagy-related protein 18c	0.12	199|1|1|1|0.5|0.28|7|674|418	Tfasc_v1.00380-RA	OG0011723	3015155	3019869	4714	-	quinone oxidoreductase-like protein 2 homolog	0.02	137|1|1|1|0.62|0.55|9|790|346	1353
Tfasc_v1.00409-RA	OG0015183	chr1	3542653	3551393	8740	+	protein NCA1	0.17	185|0.88|0.7|1|1|1|10|687|329	Tfasc_v1.00410-RA	OG0015186	3550795	3579282	28487	-	guanine nucleotide exchange factor SPIKE 1	0.09	0|0.93|0.90|0.93|1|1|33|317|1955	599
Tfasc_v1.00417-RA	OG0000086	chr1	3688142	3700588	12446	+	putative disease resistance protein RGA1	0.16	0|0.33|0.42|1|1|1|7|0|1801	Tfasc_v1.00418-RA	OG0018361	3698861	3699398	537	-	uncharacterized protein LOC109709120	0.47	18|1|1|1|0|0|3|97|45	538
Tfasc_v1.00441-RA	OG0017553	chr1	3992860	3995212	2352	+	glutathione transferase GST 23-like	0.57	0|0.2|0.16|0.66|0.4|0.16|6|0|261	Tfasc_v1.00442-RA	OG0013899	3993706	3996826	3120	-	putative glutathione S-transferase	0.14	0|0|0|1|0.66|0.5|4|0|439	1507
Tfasc_v1.00502-RA	OG0000058	chr1	4489022	4492231	3209	+	putative disease resistance protein RGA3	0.14	0|-1|0|1|-1|1|1|0|1069	Tfasc_v1.00503-RA	OG0013897	4489055	4489282	227	-	putative disease resistance protein RGA3	0.19	0|-1|0|1|-1|0|1|0|75	228
Tfasc_v1.00609-RA	OG0004523	chr1	5909462	5916764	7302	+	senescence-associated protein DH	0.06	0|0|0.25|0.5|1|1|4|746|395	Tfasc_v1.00610-RA	OG0001100	5916650	5921123	4473	-	WAT1-related protein At4g30420-like	0.24	159|1|1|1|1|1|7|182|369	115
Tfasc_v1.00613-RA	OG0002345	chr1	5926605	5942950	16345	+	CBL-interacting protein kinase 32	0.36	0|0|0|0.77|1|1|18|0|664	Tfasc_v1.00612-RA	OG0002815	5924855	5926690	1835	-	none	0.00	0|1|0.5|1|0|0|2|315|80	86
Tfasc_v1.00623-RA	OG0004758	chr1	6054267	6055142	875	+	disease resistance protein RGA2-like	0.37	0|0|0|0.33|1|1|3|0|201	Tfasc_v1.00624-RA	OG0016222	6055104	6055638	534	-	no_blast-ips	0.32	0|1|1|1|0|0.5|2|0|68	39
Tfasc_v1.00648-RA	OG0005509	chr1	6632028	6632625	597	+	Disease resistance protein TAO1	0.40	34|1|1|1|0|0|3|3|138	Tfasc_v1.00647-RA	OG0000086	6628890	6634931	6041	-	putative disease resistance protein RGA1	0.05	0|0.5|0|0.66|0.5|0.33|3|0|1310	598
Tfasc_v1.00679-RA	OG0000086	chr1	7342338	7344992	2654	+	putative disease resistance protein RGA1	0.19	0|-1|0|1|-1|1|1|0|884	Tfasc_v1.00680-RA	OG0018379	7343775	7344387	612	-	Disease resistance protein TAO1	0.37	53|1|1|1|0|0|2|254|94	613
Tfasc_v1.00697-RA	OG0001603	chr1	7587055	7587820	765	+	putative disease resistance protein RGA1	0.43	147|1|0.5|1|0|0|2|0|123	Tfasc_v1.00694-RA	OG0005505	7583948	7587742	3794	-	putative disease resistance protein RGA1	0.06	0|-1|0|1|-1|1|1|0|1264	688
Tfasc_v1.00696-RA	OG0000875	chr1	7584822	7585232	410	+	disease resistance protein RGA2-like isoform X1	1.00	0|-1|0|1|-1|0|1|0|136	Tfasc_v1.00694-RA	OG0005505	7583948	7587742	3794	-	putative disease resistance protein RGA1	0.06	0|-1|0|1|-1|1|1|0|1264	411
Tfasc_v1.00695-RA	OG0018380	chr1	7584093	7584637	544	+	putative disease resistance protein RGA1	0.69	0|0|0|1|0|0|2|0|127	Tfasc_v1.00694-RA	OG0005505	7583948	7587742	3794	-	putative disease resistance protein RGA1	0.06	0|-1|0|1|-1|1|1|0|1264	545
Tfasc_v1.00720-RA	OG0000053	chr1	8179546	8200460	20914	+	Protein FAR-RED IMPAIRED RESPONSE 1	0.22	0|0.57|0.37|0.87|1|1|8|88|724	Tfasc_v1.00721-RA	OG0000119	8199988	8206482	6494	-	GRF zinc finger containing protein	0.54	0|0|0|0.4|1|1|5|0|347	473
Tfasc_v1.00821-RA	OG0002339	chr1	14185453	14199169	13716	+	sugar transporter ERD6-like 16	0.18	0|1|1|1|0.94|0.94|18|279|495	Tfasc_v1.00822-RA	OG0000067	14190695	14191007	312	-	putative nuclease HARBI1	0.30	0|1|0|1|0|0|2|0|68	313
Tfasc_v1.00912-RA	OG0005107	chr1	19055993	19058283	2290	+	Oxidoreductase, 2OG-Fe oxygenase family protein	0.03	156|1|1|1|1|1|4|468|293	Tfasc_v1.00913-RA	OG0018391	19056577	19056877	300	-	RNA demethylase ALKBH10B	0.00	36|1|1|1|0|0|2|43|47	301
Tfasc_v1.00910-RA	OG0005107	chr1	19009152	19016090	6938	+	Oxidoreductase, 2OG-Fe oxygenase family protein	0.28	0|0.71|0.62|0.75|1|1|8|468|591	Tfasc_v1.00911-RA	OG0018391	19014384	19014684	300	-	RNA demethylase ALKBH10B	0.00	36|1|1|1|0|0|2|43|47	301
Tfasc_v1.00993-RA	OG0001126	chr1	22454643	22465362	10719	+	probable NAD(P)H dehydrogenase (quinone) FQR1-like 1	0.25	98|1|1|1|0.33|0.5|4|262|203	Tfasc_v1.00995-RA	OG0000050	22459964	22461070	1106	-	L10-interacting MYB domain-containing protein isoform X2	0.26	0|0|0|1|1|1|2|0|336	1107
Tfasc_v1.00993-RA	OG0001126	chr1	22454643	22465362	10719	+	probable NAD(P)H dehydrogenase (quinone) FQR1-like 1	0.25	98|1|1|1|0.33|0.5|4|262|203	Tfasc_v1.00994-RA	OG0000024	22458821	22459305	484	-	putative nuclease HARBI1	0.41	0|1|0|1|1|1|2|0|129	485
Tfasc_v1.01054-RA	OG0005501	chr1	25117184	25121432	4248	+	no_blast-ips	0.00	0|1|1|1|0|0|2|160|63	Tfasc_v1.01056-RA	OG0000077	25118937	25122756	3819	-	uncharacterized protein LOC109710688	0.47	0|0|0|0.66|1|1|3|0|407	2496
Tfasc_v1.01054-RA	OG0005501	chr1	25117184	25121432	4248	+	no_blast-ips	0.00	0|1|1|1|0|0|2|160|63	Tfasc_v1.01055-RA	OG0001788	25118000	25118376	376	-	putative nuclease HARBI1	0.43	34|1|0.5|1|0|0|2|0|85	377
Tfasc_v1.01216-RA	OG0006480	chr1	28463977	28467639	3662	+	LOB domain-containing protein 20	0.11	0|0|0|1|1|1|2|0|222	Tfasc_v1.01217-RA	OG0006483	28467301	28471287	3986	-	histone-lysine N-methyltransferase SUVR3	0.07	86|1|1|1|1|0.66|3|438|309	339
Tfasc_v1.01259-RA	OG0006497	chr1	28956350	28963896	7546	+	DnaJ subfamily C member 14	0.11	544|0.62|0.66|1|0.62|0.77|9|1346|500	Tfasc_v1.01260-RA	OG0006499	28963323	28969243	5920	-	Beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase	0.08	193|1|0.66|1|0.5|0.33|3|0|387	574
Tfasc_v1.01341-RA	OG0006539	chr1	29553531	29565786	12255	+	probable transmembrane GTPase FZO-like, chloroplastic isoform X1	0.24	1394|0.93|0.93|1|0.93|0.87|16|217|996	Tfasc_v1.01342-RA	OG0006542	29555727	29557112	1385	-	Glucan endo-1,3-beta-glucosidase 1	0.08	268|1|1|1|1|1|3|395|120	1386
Tfasc_v1.01338-RA	OG0016748	chr1	29506810	29507256	446	+	Nuclear transcription factor Y subunit B-3	0.01	48|1|0.5|1|0|0|2|0|126	Tfasc_v1.01337-RA	OG0018409	29506615	29507298	683	-	Nuclear transcription factor Y subunit B-3	0.01	0|-1|0|1|-1|1|1|0|227	447
Tfasc_v1.01434-RA	OG0003095	chr1	30312025	30313057	1032	+	none	0.24	0|0|0|1|0|0.33|3|0|111	Tfasc_v1.01435-RA	OG0000082	30312097	30325539	13442	-	Replication protein A 70 kDa DNA-binding subunit B	0.16	0|0|0|0.5|1|1|2|0|224	961
Tfasc_v1.01479-RA	OG0003104	chr1	30654282	30655689	1407	+	putative ribonuclease H protein	0.54	0|0|0|0.5|1|1|4|0|105	Tfasc_v1.01478-RA	OG0006612	30647583	30661428	13845	-	putative cullin-like protein 2	0.55	0|0.42|0.26|0.8|0.64|0.6|15|0|686	1408
Tfasc_v1.01602-RA	OG0006688	chr1	31533344	31542060	8716	+	hypothetical protein ACMD2_01701	0.07	144|1|1|1|1|1|16|260|808	Tfasc_v1.01601-RA	OG0006681	31529622	31533424	3802	-	probable pectinesterase 29	0.15	0|0|0|0.83|1|1|6|0|333	81
Tfasc_v1.01664-RA	OG0014719	chr1	32033135	32037633	4498	+	uncharacterized protein LOC109709215	0.22	171|1|1|1|0.75|0.6|5|201|172	Tfasc_v1.01665-RA	OG0014713	32035909	32038596	2687	-	1,4-dihydroxy-2-naphthoyl-CoA thioesterase 1	0.21	0|0.5|0.66|1|1|1|3|343|144	1725
Tfasc_v1.04855-RB	OG0001523	chr4	62235	74447	12212	+	organic cation/carnitine transporter 7 isoform X1	0.38	0|0.73|0.56|0.87|1|1|16|0|869	Tfasc_v1.04856-RA	OG0012530	74373	76335	1962	-	uncharacterized protein LOC109724292	0.02	258|0.5|0.66|1|0.5|0.66|3|404|242	75
Tfasc_v1.04852-RA	OG0002508	chr4	41469	46996	5527	+	E3 ubiquitin-protein ligase HOS1	0.39	0|0|0|0.2|1|1|5|0|313	Tfasc_v1.04853-RA	OG0002400	46289	58476	12187	-	probable histone acetyltransferase HAC-like 1 isoform X1	0.09	374|0.87|0.76|1|1|0.94|17|578|1527	708
Tfasc_v1.04865-RA	OG0001641	chr4	120002	122099	2097	+	Ras guanine nucleotide exchange factor K	0.03	395|1|1|1|1|1|3|174|417	Tfasc_v1.04864-RA	OG0002459	119971	124031	4060	-	UDP-N-acetylglucosamine transferase subunit ALG13 homolog	0.03	64|1|1|1|1|1|3|2558|187	2098
Tfasc_v1.04859-RA	OG0012535	chr4	87321	93400	6079	+	serine/threonine-protein kinase STY13	0.08	0|0|0|1|1|1|3|0|467	Tfasc_v1.04860-RA	OG0012532	92607	98267	5660	-	zinc finger CCCH domain-containing protein 14	0.26	39|1|0.91|1|0.90|0.83|12|534|577	794
Tfasc_v1.04911-RA	OG0004543	chr4	499807	507138	7331	+	Pyridoxamine 5'-phosphate oxidase	0.17	103|1|1|1|0.8|0.63|11|533|399	Tfasc_v1.04912-RA	OG0004539	506778	509543	2765	-	Transcription factor bHLH35	0.06	0|0.75|0.6|1|1|1|5|193|262	361
Tfasc_v1.04916-RA	OG0004543	chr4	545336	552656	7320	+	Pyridoxamine 5'-phosphate oxidase	0.17	105|1|1|1|0.8|0.63|11|533|399	Tfasc_v1.04917-RA	OG0004539	552296	555063	2767	-	Transcription factor bHLH35	0.07	0|0.75|0.4|1|1|1|5|193|262	361
Tfasc_v1.04954-RA	OG0012505	chr4	859435	861289	1854	+	17.4 kDa class III heat shock protein	0.02	0|1|0.5|1|1|1|2|1003|180	Tfasc_v1.04955-RB	OG0012502	860258	871982	11724	-	Embryogenesis-associated protein EMB8	0.06	94|1|1|1|0.90|0.83|12|1109|1749	1032
Tfasc_v1.04956-RA	OG0012501	chr4	871952	877486	5534	+	SH3 domain-containing protein	0.06	0|0.8|0.66|0.83|1|1|6|1679|515	Tfasc_v1.04957-RA	OG0012498	876159	877094	935	-	Late embryogenesis abundant protein	0.14	0|0|0|1|1|1|3|0|254	936
Tfasc_v1.04956-RA	OG0012501	chr4	871952	877486	5534	+	SH3 domain-containing protein	0.06	0|0.8|0.66|0.83|1|1|6|1679|515	Tfasc_v1.04955-RB	OG0012502	860258	871982	11724	-	Embryogenesis-associated protein EMB8	0.06	94|1|1|1|0.90|0.83|12|1109|1749	31
Tfasc_v1.05084-RA	OG0000018	chr4	2283421	2284080	659	+	serine/threonine-protein phosphatase 7 long form homolog	0.18	0|-1|0|1|-1|1|1|0|219	Tfasc_v1.05085-RA	OG0005469	2283793	2284419	626	-	uncharacterized protein LOC109726367	0.00	151|1|1|1|0|0|2|32|129	288
Tfasc_v1.05137-RA	OG0016239	chr4	3998955	4011800	12845	+	homeobox protein knotted-1-like 3 isoform X2	0.10	221|1|1|1|0.8|0.66|6|512|207	Tfasc_v1.05136-RA	OG0018439	3998828	3999199	371	-	Homeobox protein knotted-1-like 3	0.64	0|-1|0|1|-1|1|1|0|123	245
Tfasc_v1.05193-RA	OG0018445	chr4	5246262	5247288	1026	+	no_blast-ips	0.23	0|1|0.5|1|1|1|2|639|96	Tfasc_v1.05192-RA	OG0000545	5244538	5252376	7838	-	Vitamin K-dependent S	0.25	0|0|0|0.2|0.75|0.6|5|0|429	1027
Tfasc_v1.05197-RA	OG0000545	chr4	5320570	5323117	2547	+	hypothetical protein ACMD2_20401	0.29	0|0|0|0.2|1|1|5|483|211	Tfasc_v1.05196-RA	OG0001182	5320434	5321138	704	-	Peptidyl-prolyl cis-trans isomerase	0.13	0|-1|0|1|-1|1|1|0|234	569
Tfasc_v1.05221-RA	OG0002796	chr4	6371275	6371701	426	+	magnesium transporter MRS2-F-like	0.00	96|1|0.5|1|0|0|2|0|49	Tfasc_v1.05220-RA	OG0000467	6370279	6371909	1630	-	Magnesium transporter MRS2-F	0.86	0|0|0|0.5|1|1|2|0|214	427
Tfasc_v1.05225-RA	OG0017550	chr4	6476176	6476649	473	+	F-box/LRR-repeat protein 14	0.20	0|0|0|1|0|0|2|0|110	Tfasc_v1.05224-RA	OG0017549	6475756	6493219	17463	-	F-box/LRR-repeat protein 14 isoform X1	0.31	308|1|1|1|1|0.93|16|448|578	474
Tfasc_v1.05272-RA	OG0018450	chr4	8617689	8619903	2214	+	no_blast-ips	0.11	251|0.5|0.66|1|0.5|0.66|3|200|59	Tfasc_v1.05271-RA	OG0016241	8616619	8634065	17446	-	pentatricopeptide repeat-containing protein At1g11290, chloroplastic	0.30	0|0|0|0.4|1|1|5|0|433	2215
Tfasc_v1.05479-RA	OG0000865	chr4	19823463	19832124	8661	+	putative ribonuclease H protein	0.37	0|0|0|0.25|1|1|4|0|1201	Tfasc_v1.05480-RA	OG0005420	19831805	19836083	4278	-	serine/threonine-protein kinase RIPK-like	0.19	0|0.8|0.66|1|1|0.83|6|792|171	320
Tfasc_v1.05489-RA	OG0001116	chr4	19985124	19985530	406	+	F-box/kelch-repeat protein At1g57790-like	0.62	0|0|0|1|1|1|2|0|103	Tfasc_v1.05488-RA	OG0001116	19977524	19993071	15547	-	F-box/kelch-repeat protein At1g57790-like isoform X2	0.31	0|0|0|0.66|1|1|3|0|416	407
Tfasc_v1.05576-RA	OG0018469	chr4	22382776	22385177	2401	+	cytochrome P450 76M5-like	0.00	175|1|1|1|0|0|2|138|199	Tfasc_v1.05575-RA	OG0001668	22370839	22385108	14269	-	cytochrome P450 76M5-like	0.47	0|0|0|0.66|1|0.66|3|0|376	2333
Tfasc_v1.05619-RA	OG0001291	chr4	22926584	22929392	2808	+	Transmembrane emp24 domain-containing protein p24delta3	0.23	152|1|1|1|1|1|4|548|218	Tfasc_v1.05620-RA	OG0006396	22928968	22930751	1783	-	annexin D8	0.11	248|1|1|1|1|1|5|234|289	425
Tfasc_v1.05690-RA	OG0005522	chr4	23866523	23867443	920	+	tuliposide A-converting enzyme 2, chloroplastic-like	0.19	0|-1|0|1|-1|1|1|0|306	Tfasc_v1.05689-RA	OG0006375	23866433	23867440	1007	-	tuliposide A-converting enzyme 2, chloroplastic-like	0.01	0|-1|0|1|-1|1|1|0|335	918
Tfasc_v1.05713-RA	OG0005524	chr4	24176974	24177384	410	+	RNA-binding protein 12-like	0.38	0|-1|0|1|-1|1|1|0|136	Tfasc_v1.05712-RA	OG0000358	24176949	24177320	371	-	RNA-binding protein 12-like	0.47	0|-1|0|1|-1|1|1|0|123	347
Tfasc_v1.05716-RA	OG0005524	chr4	24188519	24188932	413	+	vegetative cell wall protein gp1-like	0.39	0|-1|0|1|-1|1|1|0|137	Tfasc_v1.05715-RA	OG0000358	24188509	24188868	359	-	vegetative cell wall protein gp1-like	0.45	0|-1|0|1|-1|1|1|0|119	350
Tfasc_v1.05745-RA	OG0006362	chr4	24474583	24478835	4252	+	Glutathione transferase GST 23	0.43	0|0|0|0.66|1|1|3|0|270	Tfasc_v1.05744-RA	OG0006357	24468376	24474737	6361	-	serine/threonine-protein kinase PEPKR2	0.02	606|1|1|1|1|1|3|377|391	155
Tfasc_v1.05839-RA	OG0003028	chr4	25449816	25454881	5065	+	pentatricopeptide repeat-containing protein At4g21190	0.16	0|0.57|0.5|0.75|0.57|0.62|8|503|342	Tfasc_v1.05838-RA	OG0003027	25443883	25449836	5953	-	LIN1-like protein isoform X1	0.33	0|0.25|0|0.88|1|1|9|0|487	21
Tfasc_v1.05846-RA	OG0003029	chr4	25498031	25504199	6168	+	uncharacterized methyltransferase At1g78140, chloroplastic	0.07	22|1|1|1|1|1|8|2474|342	Tfasc_v1.05847-RA	OG0003026	25502259	25504880	2621	-	Protein spinster	0.08	165|1|1|1|1|1|3|206|503	1941
Tfasc_v1.05848-RA	OG0003029	chr4	25522273	25528444	6171	+	uncharacterized methyltransferase At1g78140, chloroplastic	0.08	22|1|1|1|1|1|8|2478|342	Tfasc_v1.05849-RA	OG0003026	25526504	25529175	2671	-	Protein spinster	0.03	165|1|1|1|1|1|3|206|503	1941
Tfasc_v1.05857-RA	OG0000280	chr4	25601116	25615498	14382	+	putative ribonuclease H protein	0.35	0|0|0|0.66|1|1|3|0|331	Tfasc_v1.05858-RA	OG0003023	25615306	25620512	5206	-	TIR-NBS-LRR type disease resistance protein	0.74	0|0|0|0.33|1|1|3|0|148	193
Tfasc_v1.05889-RA	OG0006322	chr4	25958355	25964711	6356	+	transcription factor TGA4 isoform X1	0.33	323|1|1|1|0.87|0.88|9|1362|365	Tfasc_v1.05890-RA	OG0006320	25963908	25966674	2766	-	uncharacterized protein LOC109706479 isoform X1	0.34	59|0.75|0.6|1|1|1|5|149|148	804
Tfasc_v1.05964-RA	OG0003008	chr4	26658981	26672311	13330	+	glucomannan 4-beta-mannosyltransferase 1-like	0.32	0|0|0|0.95|1|1|20|0|1144	Tfasc_v1.05965-RA	OG0001284	26660970	26668743	7773	-	glucomannan 4-beta-mannosyltransferase 1-like	0.63	0|0|0.33|1|0|0|3|197|152	7774
Tfasc_v1.06055-RA	OG0000342	chr4	27384174	27395863	11689	+	Cysteine-rich receptor-like protein kinase 25	0.43	184|0.66|0.57|1|0.83|0.71|7|0|438	Tfasc_v1.06056-RA	OG0001127	27395662	27395949	287	-	Cysteine-rich receptor-like protein kinase 25	0.76	0|-1|0|1|-1|1|1|0|95	202
Tfasc_v1.06109-RA	OG0013558	chr4	27742922	27744035	1113	+	dynein light chain 2, cytoplasmic	0.08	331|1|1|1|1|1|2|332|109	Tfasc_v1.06108-RA	OG0013551	27742130	27747481	5351	-	protein TRANSPORT INHIBITOR RESPONSE 1-like	0.15	130|1|1|1|1|0.75|4|1741|592	1114
Tfasc_v1.06126-RA	OG0013538	chr4	27850463	27854179	3716	+	probable LRR receptor-like serine/threonine-protein kinase At3g47570	0.53	0|0|0|0.66|1|1|3|0|248	Tfasc_v1.06127-RA	OG0013544	27853646	27859420	5774	-	transmembrane protein 184C	0.31	0|0.71|0.62|0.87|0.85|0.75|8|877|380	534
Tfasc_v1.06149-RA	OG0006226	chr4	28111374	28121828	10454	+	uncharacterized protein LOC109723291	0.08	0|0.8|0.66|0.83|1|1|6|555|626	Tfasc_v1.06148-RA	OG0000924	28099870	28111693	11823	-	dynamin-2A isoform X1	0.12	449|1|1|1|1|1|22|383|934	320
Tfasc_v1.06166-RB	OG0006219	chr4	28242743	28253933	11190	+	Lycopene_cycl domain-containing protein	0.21	0|0.66|0.57|1|0.94|0.89|19|551|597	Tfasc_v1.06167-RA	OG0006217	28252144	28255692	3548	-	GDP-fucose protein O-fucosyltransferase	0.34	96|1|1|1|1|1|6|122|500	1790
